

"Alarm Records -- Current Alarms"
"Save Time: 16/07/2024 18:34:07"
"Username: jzambrano"
"Alarm status = Acknowledged and uncleared,Unacknowledged and uncleared."

" ","Severity","Alarm Source","Name","Last Occurred (NT)","MO Name","Location Information","Occurrence Times","First Occurred (NT)","Cleared On (NT)","Acknowledged On (ST)","RRU Name","Alarm ID","Cleared By","Acknowledged By","BBU Name","NE Type","Clearance Status","Acknowledgement Status","eNodeB ID","User Label","Log Serial Number"
"Root alarm","Major","L_GUA11209_SAUCES_9_NORTE","SCTP Link Fault","16/07/2024 18:20:25","Link No.=72637","Link No.=72637, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11288, Peer IP Address=10.52.28.57, Service Type=X2-AP","1","16/07/2024 18:20:25","		-","		-","		-","25888","		-","		-","L_GUA11209_SAUCES_9_NORTE","BTS3900 LTE","Uncleared","Unacknowledged","11209","		-","240788808"
"Root alarm","Major","L_GUA11022_VERGELES","SCTP Link Fault","16/07/2024 18:20:22","Link No.=71921","Link No.=71921, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51103, Peer IP Address=10.52.60.78, Service Type=X2-AP","1","16/07/2024 18:20:22","		-","		-","		-","25888","		-","		-","L_GUA11022_VERGELES","BTS3900 LTE","Uncleared","Unacknowledged","11022","		-","240788790"
"Root alarm","Major","PIC_UIO_MODELO_UL","SCTP Link Fault","16/07/2024 18:20:15","Link No.=79078","Link No.=79078, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44279, Peer IP Address=10.41.93.201, Service Type=X2-AP","1","16/07/2024 18:20:15","		-","		-","		-","25888","		-","		-","PIC_UIO_MODELO_UL","BTS5900","Uncleared","Unacknowledged","44434","		-","240788779"
"Root alarm","Major","L_GUA11058_BATALLON","SCTP Link Fault","16/07/2024 18:20:07","Link No.=72270","Link No.=72270, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-22535, Peer IP Address=10.66.18.82, Service Type=X2-AP","1","16/07/2024 18:20:07","		-","		-","		-","25888","		-","		-","L_GUA11058_BATALLON","BTS3900 LTE","Uncleared","Unacknowledged","11058","		-","240788755"
"Root alarm","Major","PIC_UIO_ANT_UL","SCTP Link Fault","16/07/2024 18:20:00","Link No.=71129","Link No.=71129, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44166, Peer IP Address=10.41.87.201, Service Type=X2-AP","1","16/07/2024 18:20:00","		-","		-","		-","25888","		-","		-","PIC_UIO_ANT_UL","BTS5900","Uncleared","Unacknowledged","44441","		-","240788742"
"Root alarm","Major","PI_UIO_PARCAYACU_UL","SCTP Link Fault","16/07/2024 18:19:46","Link No.=70101","Link No.=70101, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44441, Peer IP Address=10.41.99.213, Service Type=X2-AP","1","16/07/2024 18:19:46","		-","		-","		-","25888","		-","		-","PI_UIO_PARCAYACU_UL","BTS3900","Uncleared","Unacknowledged","44166","		-","240788715"
"Root alarm","Major","STD_STD_CHOFER_2_UL","SCTP Link Fault","16/07/2024 18:19:32","Link No.=70078","Link No.=70078, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51483, Peer IP Address=10.52.50.182, Service Type=X2-AP","1","16/07/2024 18:19:32","		-","		-","		-","25888","		-","		-","STD_STD_CHOFER_2_UL","BTS3900","Uncleared","Unacknowledged","43663","		-","240788692"
"Root alarm","Major","STD_STD_SAN_GABRIEL_UL","SCTP Link Fault","16/07/2024 18:19:32","Link No.=70105","Link No.=70105, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51483, Peer IP Address=10.52.50.182, Service Type=X2-AP","1","16/07/2024 18:19:32","		-","		-","		-","25888","		-","		-","STD_STD_SAN_GABRIEL_UL","BTS3900","Uncleared","Unacknowledged","43638","		-","240788690"
"Root alarm","Major","PIC_UIO_ITULCACHIL7","SCTP Link Fault","16/07/2024 18:19:20","Link No.=70045","Link No.=70045, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43506, Peer IP Address=10.41.94.5, Service Type=X2-AP","1","16/07/2024 18:19:20","		-","		-","		-","25888","		-","		-","PIC_UIO_ITULCACHIL7","BTS5900 LTE","Uncleared","Unacknowledged","44408","		-","240788655"
"Root alarm","Major","L_GUA11022_VERGELES","SCTP Link Fault","16/07/2024 18:19:16","Link No.=71920","Link No.=71920, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51016, Peer IP Address=10.52.60.70, Service Type=X2-AP","1","16/07/2024 18:19:16","		-","		-","		-","25888","		-","		-","L_GUA11022_VERGELES","BTS3900 LTE","Uncleared","Unacknowledged","11022","		-","240788641"
"Root alarm","Major","PAS_PAS_TENIENTE_HUGO_ORTIZ_UL","SCTP Link Fault","16/07/2024 18:19:10","Link No.=70055","Link No.=70055, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43612, Peer IP Address=10.41.92.249, Service Type=X2-AP","1","16/07/2024 18:19:10","		-","		-","		-","25888","		-","		-","PAS_PAS_TENIENTE_HUGO_ORTIZ_UL","BTS5900","Uncleared","Unacknowledged","44914","		-","240788618"
"Root alarm","Major","L_GUA11673_GUA_GYE_TERMINAL_PASCUALES","SCTP Link Fault","16/07/2024 18:19:08","Link No.=72318","Link No.=72318, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51669, Peer IP Address=10.52.60.22, Service Type=X2-AP","1","16/07/2024 18:19:08","		-","		-","		-","25888","		-","		-","L_GUA11673_GUA_GYE_TERMINAL_PASCUALES","BTS3900 LTE","Uncleared","Unacknowledged","11673","		-","240788613"
"Root alarm","Major","L_GUA11067_BASTION_POPULAR","SCTP Link Fault","16/07/2024 18:19:08","Link No.=72207","Link No.=72207, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51669, Peer IP Address=10.52.60.22, Service Type=X2-AP","1","16/07/2024 18:19:08","		-","		-","		-","25888","		-","		-","L_GUA11067_BASTION_POPULAR","BTS3900 LTE","Uncleared","Unacknowledged","11067","		-","240788603"
"Root alarm","Major","L_GUA11673_GUA_GYE_TERMINAL_PASCUALES","SCTP Link Fault","16/07/2024 18:18:57","Link No.=72317","Link No.=72317, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51664, Peer IP Address=10.52.60.18, Service Type=X2-AP","1","16/07/2024 18:18:57","		-","		-","		-","25888","		-","		-","L_GUA11673_GUA_GYE_TERMINAL_PASCUALES","BTS3900 LTE","Uncleared","Unacknowledged","11673","		-","240788568"
"Root alarm","Major","PAS_PUY_MARIN_UL","SCTP Link Fault","16/07/2024 18:18:56","Link No.=70022","Link No.=70022, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44914, Peer IP Address=10.41.100.109, Service Type=X2-AP","1","16/07/2024 18:18:56","		-","		-","		-","25888","		-","		-","PAS_PUY_MARIN_UL","BTS3900","Uncleared","Unacknowledged","43612","		-","240788555"
"Root alarm","Major","L_GUA11079_LA_FLORESTA_GYE","SCTP Link Fault","16/07/2024 18:18:46","Link No.=71224","Link No.=71224, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-22329, Peer IP Address=10.66.12.222, Service Type=X2-AP","1","16/07/2024 18:18:46","		-","		-","		-","25888","		-","		-","L_GUA11079_LA_FLORESTA_GYE","BTS3900 LTE","Uncleared","Unacknowledged","11079","		-","240788543"
"Root alarm","Major","L_GUA11067_BASTION_POPULAR","SCTP Link Fault","16/07/2024 18:18:39","Link No.=72206","Link No.=72206, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51672, Peer IP Address=10.52.60.26, Service Type=X2-AP","1","16/07/2024 18:18:39","		-","		-","		-","25888","		-","		-","L_GUA11067_BASTION_POPULAR","BTS3900 LTE","Uncleared","Unacknowledged","11067","		-","240788532"
"Root alarm","Major","L_GUA11022_VERGELES","SCTP Link Fault","16/07/2024 18:18:34","Link No.=71919","Link No.=71919, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51660, Peer IP Address=10.52.60.14, Service Type=X2-AP","1","16/07/2024 18:18:34","		-","		-","		-","25888","		-","		-","L_GUA11022_VERGELES","BTS3900 LTE","Uncleared","Unacknowledged","11022","		-","240788526"
"Root alarm","Major","PIC_MEJ_ENTRADA_MACHACHI_UL","SCTP Link Fault","16/07/2024 18:18:30","Link No.=74153","Link No.=74153, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43909, Peer IP Address=10.41.100.13, Service Type=X2-AP","1","16/07/2024 18:18:30","		-","		-","		-","25888","		-","		-","PIC_MEJ_ENTRADA_MACHACHI_UL","BTS5900","Uncleared","Unacknowledged","43907","		-","240788517"
"Root alarm","Major","PIC_CHI_COTOGCHOA_SUR_UL","SCTP Link Fault","16/07/2024 18:18:15","Link No.=73406","Link No.=73406, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43907, Peer IP Address=10.41.99.209, Service Type=X2-AP","1","16/07/2024 18:18:15","		-","		-","		-","25888","		-","		-","PIC_CHI_COTOGCHOA_SUR_UL","BTS5900","Uncleared","Unacknowledged","43909","		-","240788471"
"Root alarm","Major","STD_STD_VIRGEN_DEL_CISNE_DOS_UL","SCTP Link Fault","16/07/2024 18:18:15","Link No.=71375","Link No.=71375, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44777, Peer IP Address=10.41.86.57, Service Type=X2-AP","1","16/07/2024 18:18:15","		-","		-","		-","25888","		-","		-","STD_STD_VIRGEN_DEL_CISNE_DOS_UL","BTS5900","Uncleared","Unacknowledged","43802","		-","240788465"
"Root alarm","Major","PIC_CHI_VALLE_LA_TOLA_UL","SCTP Link Fault","16/07/2024 18:18:15","Link No.=72771","Link No.=72771, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43506, Peer IP Address=10.41.94.5, Service Type=X2-AP","1","16/07/2024 18:18:15","		-","		-","		-","25888","		-","		-","PIC_CHI_VALLE_LA_TOLA_UL","BTS5900","Uncleared","Unacknowledged","43912","		-","240788463"
"Root alarm","Major","L_GUA11367_LA_MARTINA","SCTP Link Fault","16/07/2024 18:18:04","Link No.=72408","Link No.=72408, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-22551, Peer IP Address=10.66.18.246, Service Type=X2-AP","1","16/07/2024 18:18:04","		-","		-","		-","25888","		-","		-","L_GUA11367_LA_MARTINA","BTS3900 LTE","Uncleared","Unacknowledged","11367","		-","240788432"
"Root alarm","Major","ESM_ESM_ESME_MIDUVI_UL","SCTP Link Fault","16/07/2024 18:17:36","Link No.=70011","Link No.=70011, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44630, Peer IP Address=10.41.99.141, Service Type=X2-AP","1","16/07/2024 18:17:36","		-","		-","		-","25888","		-","		-","ESM_ESM_ESME_MIDUVI_UL","BTS3900","Uncleared","Unacknowledged","44181","		-","240788385"
"Root alarm","Major","PI_UIO_MITAD_DEL_MUNDO_UL","SCTP Link Fault","16/07/2024 18:17:36","Link No.=70170","Link No.=70170, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44395, Peer IP Address=10.52.28.129, Service Type=X2-AP","1","16/07/2024 18:17:36","		-","		-","		-","25888","		-","		-","PI_UIO_MITAD_DEL_MUNDO_UL","BTS3900","Uncleared","Unacknowledged","44161","		-","240788384"
"Root alarm","Major","ESM_RIO_ROCAFUERTE_UL","SCTP Link Fault","16/07/2024 18:17:34","Link No.=70550","Link No.=70550, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43283, Peer IP Address=10.41.95.97, Service Type=X2-AP","1","16/07/2024 18:17:34","		-","		-","		-","25888","		-","		-","ESM_RIO_ROCAFUERTE_UL","BTS5900","Uncleared","Unacknowledged","44630","		-","240788379"
"Root alarm","Major","L_GUA11290_GUA_GYE_013","SCTP Link Fault","16/07/2024 18:17:28","Link No.=70256","Link No.=70256, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-55249, Peer IP Address=10.51.72.123, Service Type=X2-AP","1","16/07/2024 18:17:28","		-","		-","		-","25888","		-","		-","L_GUA11290_GUA_GYE_013","BTS3900 LTE","Uncleared","Unacknowledged","11290","		-","240788373"
"Root alarm","Major","PAS_STC_SANTA_CLARA_UL","SCTP Link Fault","16/07/2024 18:17:25","Link No.=70042","Link No.=70042, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43295, Peer IP Address=10.41.95.129, Service Type=X2-AP","1","16/07/2024 18:17:25","		-","		-","		-","25888","		-","		-","PAS_STC_SANTA_CLARA_UL","BTS5900","Uncleared","Unacknowledged","44906","		-","240788368"
"Root alarm","Major","L_GUA11234_PAJARO_AZUL","SCTP Link Fault","16/07/2024 18:17:05","Link No.=72008","Link No.=72008, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11059, Peer IP Address=10.52.28.69, Service Type=X2-AP","1","16/07/2024 18:17:05","		-","		-","		-","25888","		-","		-","L_GUA11234_PAJARO_AZUL","BTS3900 LTE","Uncleared","Unacknowledged","11234","		-","240788320"
"Root alarm","Major","L_GUA11217_AV_ESMERALDAS","SCTP Link Fault","16/07/2024 18:16:37","Link No.=71766","Link No.=71766, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51282, Peer IP Address=10.52.58.110, Service Type=X2-AP","1","16/07/2024 18:16:37","		-","		-","		-","25888","		-","		-","L_GUA11217_AV_ESMERALDAS","BTS3900 LTE","Uncleared","Unacknowledged","11217","		-","240788285"
"Root alarm","Major","L_GUA11022_VERGELES","SCTP Link Fault","16/07/2024 18:16:22","Link No.=71918","Link No.=71918, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51875, Peer IP Address=10.52.54.186, Service Type=X2-AP","1","16/07/2024 18:16:22","		-","		-","		-","25888","		-","		-","L_GUA11022_VERGELES","BTS3900 LTE","Uncleared","Unacknowledged","11022","		-","240788267"
"Root alarm","Major","L_GUA11186_URDESA_SUR","SCTP Link Fault","16/07/2024 18:16:17","Link No.=76470","Link No.=76470, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51272, Peer IP Address=10.52.60.62, Service Type=X2-AP","1","16/07/2024 18:16:17","		-","		-","		-","25888","		-","		-","L_GUA11186_URDESA_SUR","BTS3900 LTE","Uncleared","Unacknowledged","11186","		-","240788253"
"Root alarm","Major","L_GUA11074_FORTIN_SUR","SCTP Link Fault","16/07/2024 18:16:14","Link No.=71378","Link No.=71378, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51271, Peer IP Address=10.52.59.214, Service Type=X2-AP","1","16/07/2024 18:16:14","		-","		-","		-","25888","		-","		-","L_GUA11074_FORTIN_SUR","BTS3900 LTE","Uncleared","Unacknowledged","11074","		-","240788246"
"Root alarm","Major","L_GUA11040_MONTEBELLO_SURESTE","SCTP Link Fault","16/07/2024 18:16:14","Link No.=70508","Link No.=70508, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51271, Peer IP Address=10.52.59.214, Service Type=X2-AP","1","16/07/2024 18:16:14","		-","		-","		-","25888","		-","		-","L_GUA11040_MONTEBELLO_SURESTE","BTS3900 LTE","Uncleared","Unacknowledged","11040","		-","240788233"
"Root alarm","Major","L_GUA11672_GUA_GYE_AQUA_SPRINGS","SCTP Link Fault","16/07/2024 18:16:13","Link No.=71305","Link No.=71305, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51271, Peer IP Address=10.52.59.214, Service Type=X2-AP","1","16/07/2024 18:16:13","		-","		-","		-","25888","		-","		-","L_GUA11672_GUA_GYE_AQUA_SPRINGS","BTS3900 LTE","Uncleared","Unacknowledged","11672","		-","240788243"
"Root alarm","Major","L_GUA11674_GUA_HOSPITAL_SINAI","SCTP Link Fault","16/07/2024 18:16:13","Link No.=70323","Link No.=70323, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51271, Peer IP Address=10.52.59.214, Service Type=X2-AP","1","16/07/2024 18:16:13","		-","		-","		-","25888","		-","		-","L_GUA11674_GUA_HOSPITAL_SINAI","BTS3900 LTE","Uncleared","Unacknowledged","11674","		-","240788240"
"Root alarm","Major","L_GUA11171_PASCUALES_NORTE","SCTP Link Fault","16/07/2024 18:16:13","Link No.=71605","Link No.=71605, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51271, Peer IP Address=10.52.59.214, Service Type=X2-AP","1","16/07/2024 18:16:13","		-","		-","		-","25888","		-","		-","L_GUA11171_PASCUALES_NORTE","BTS3900 LTE","Uncleared","Unacknowledged","11171","		-","240788239"
"Root alarm","Major","L_GUA11155_LA_JOYA_2","SCTP Link Fault","16/07/2024 18:16:13","Link No.=71636","Link No.=71636, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51271, Peer IP Address=10.52.59.214, Service Type=X2-AP","1","16/07/2024 18:16:13","		-","		-","		-","25888","		-","		-","L_GUA11155_LA_JOYA_2","BTS3900 LTE","Uncleared","Unacknowledged","11155","		-","240788238"
"Root alarm","Major","L_GUA11222_LOS_MANGUITOS","SCTP Link Fault","16/07/2024 18:16:13","Link No.=72116","Link No.=72116, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51271, Peer IP Address=10.52.59.214, Service Type=X2-AP","1","16/07/2024 18:16:13","		-","		-","		-","25888","		-","		-","L_GUA11222_LOS_MANGUITOS","BTS3900 LTE","Uncleared","Unacknowledged","11222","		-","240788236"
"Root alarm","Major","L_GUA11305_GUA_GYE_007","SCTP Link Fault","16/07/2024 18:16:13","Link No.=75362","Link No.=75362, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51271, Peer IP Address=10.52.59.214, Service Type=X2-AP","1","16/07/2024 18:16:13","		-","		-","		-","25888","		-","		-","L_GUA11305_GUA_GYE_007","BTS3900 LTE","Uncleared","Unacknowledged","11305","		-","240788235"
"Root alarm","Major","L_GUA11154_LA_JOYA","SCTP Link Fault","16/07/2024 18:16:13","Link No.=71218","Link No.=71218, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51271, Peer IP Address=10.52.59.214, Service Type=X2-AP","1","16/07/2024 18:16:13","		-","		-","		-","25888","		-","		-","L_GUA11154_LA_JOYA","BTS3900 LTE","Uncleared","Unacknowledged","11154","		-","240788234"
"Root alarm","Major","L_GUA11055_EL_CONDADO_GYE","SCTP Link Fault","16/07/2024 18:16:13","Link No.=71143","Link No.=71143, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51271, Peer IP Address=10.52.59.214, Service Type=X2-AP","1","16/07/2024 18:16:13","		-","		-","		-","25888","		-","		-","L_GUA11055_EL_CONDADO_GYE","BTS3900 LTE","Uncleared","Unacknowledged","11055","		-","240788227"
"Root alarm","Major","L_GUA11320_GUA_GYE_SERGIO_TORAL_DOS","SCTP Link Fault","16/07/2024 18:16:13","Link No.=70793","Link No.=70793, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51271, Peer IP Address=10.52.59.214, Service Type=X2-AP","1","16/07/2024 18:16:13","		-","		-","		-","25888","		-","		-","L_GUA11320_GUA_GYE_SERGIO_TORAL_DOS","BTS3900 LTE","Uncleared","Unacknowledged","11320","		-","240788226"
"Root alarm","Major","L_GUA11042_PASCUALES_CENTRO","SCTP Link Fault","16/07/2024 18:16:13","Link No.=70734","Link No.=70734, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51271, Peer IP Address=10.52.59.214, Service Type=X2-AP","1","16/07/2024 18:16:13","		-","		-","		-","25888","		-","		-","L_GUA11042_PASCUALES_CENTRO","BTS3900 LTE","Uncleared","Unacknowledged","11042","		-","240788224"
"Root alarm","Major","L_GUA11145_FLORIDA_NORTE","SCTP Link Fault","16/07/2024 18:16:13","Link No.=71987","Link No.=71987, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51271, Peer IP Address=10.52.59.214, Service Type=X2-AP","1","16/07/2024 18:16:13","		-","		-","		-","25888","		-","		-","L_GUA11145_FLORIDA_NORTE","BTS3900 LTE","Uncleared","Unacknowledged","11145","		-","240788223"
"Root alarm","Major","L_GUA11168_MONTEBELLO_NORTE","SCTP Link Fault","16/07/2024 18:16:12","Link No.=71266","Link No.=71266, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51271, Peer IP Address=10.52.59.214, Service Type=X2-AP","1","16/07/2024 18:16:12","		-","		-","		-","25888","		-","		-","L_GUA11168_MONTEBELLO_NORTE","BTS3900 LTE","Uncleared","Unacknowledged","11168","		-","240788231"
"Root alarm","Major","L_GUA11664_GUA_GYE_TRINIDAD_DE_DIOS","SCTP Link Fault","16/07/2024 18:16:12","Link No.=70407","Link No.=70407, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51271, Peer IP Address=10.52.59.214, Service Type=X2-AP","1","16/07/2024 18:16:12","		-","		-","		-","25888","		-","		-","L_GUA11664_GUA_GYE_TRINIDAD_DE_DIOS","BTS3900 LTE","Uncleared","Unacknowledged","11664","		-","240788230"
"Root alarm","Major","L_GUA11275_GUA_GYE_015","SCTP Link Fault","16/07/2024 18:16:12","Link No.=70641","Link No.=70641, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51271, Peer IP Address=10.52.59.214, Service Type=X2-AP","1","16/07/2024 18:16:12","		-","		-","		-","25888","		-","		-","L_GUA11275_GUA_GYE_015","BTS3900 LTE","Uncleared","Unacknowledged","11275","		-","240788229"
"Root alarm","Major","L_GUA11091_PASCUALES_2","SCTP Link Fault","16/07/2024 18:16:12","Link No.=74402","Link No.=74402, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51271, Peer IP Address=10.52.59.214, Service Type=X2-AP","1","16/07/2024 18:16:12","		-","		-","		-","25888","		-","		-","L_GUA11091_PASCUALES_2","BTS3900 LTE","Uncleared","Unacknowledged","11091","		-","240788219"
"Root alarm","Major","PIC_CAY_JUAN_MONTALVO_UL","SCTP Link Fault","16/07/2024 18:16:06","Link No.=72554","Link No.=72554, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44439, Peer IP Address=10.52.28.221, Service Type=X2-AP","1","16/07/2024 18:16:06","		-","		-","		-","25888","		-","		-","PIC_CAY_JUAN_MONTALVO_UL","BTS3900","Uncleared","Unacknowledged","43306","		-","240788207"
"Root alarm","Major","L_GUA11124_ALBORADA_OESTE","SCTP Link Fault","16/07/2024 18:15:46","Link No.=72322","Link No.=72322, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11288, Peer IP Address=10.52.28.57, Service Type=X2-AP","1","16/07/2024 18:15:46","		-","		-","		-","25888","		-","		-","L_GUA11124_ALBORADA_OESTE","BTS3900 LTE","Uncleared","Unacknowledged","11124","		-","240788171"
"Root alarm","Major","L_GUA11217_AV_ESMERALDAS","SCTP Link Fault","16/07/2024 18:15:43","Link No.=71765","Link No.=71765, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51280, Peer IP Address=10.52.58.106, Service Type=X2-AP","1","16/07/2024 18:15:43","		-","		-","		-","25888","		-","		-","L_GUA11217_AV_ESMERALDAS","BTS3900 LTE","Uncleared","Unacknowledged","11217","		-","240788164"
"Root alarm","Major","L_GUA11101_SAUCES_SEIS_OESTE","SCTP Link Fault","16/07/2024 18:15:12","Link No.=71201","Link No.=71201, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-22009, Peer IP Address=10.66.17.158, Service Type=X2-AP","1","16/07/2024 18:15:12","		-","		-","		-","25888","		-","		-","L_GUA11101_SAUCES_SEIS_OESTE","BTS3900 LTE","Uncleared","Unacknowledged","11101","		-","240788118"
"Root alarm","Major","PIC_UIO_MODELO_UL","SCTP Link Fault","16/07/2024 18:14:35","Link No.=79077","Link No.=79077, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-43560, Peer IP Address=10.41.94.57, Service Type=X2-AP","1","16/07/2024 18:14:35","		-","		-","		-","25888","		-","		-","PIC_UIO_MODELO_UL","BTS5900","Uncleared","Unacknowledged","44434","		-","240788045"
"Root alarm","Major","IMB_ROQ_SAN_ROQUE_UL","SCTP Link Fault","16/07/2024 18:14:34","Link No.=70061","Link No.=70061, Description=eNodeB:MCC_740 MNC_02 eNodeBId_43315, Peer IP Address=10.41.95.121, Service Type=X2-AP","1","16/07/2024 18:14:34","		-","		-","		-","25888","		-","		-","IMB_ROQ_SAN_ROQUE_UL","BTS3900","Uncleared","Unacknowledged","44734","		-","240788042"
"Root alarm","Major","L_GUA11001_ALBORADA","SCTP Link Fault","16/07/2024 18:14:27","Link No.=72515","Link No.=72515, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-11288, Peer IP Address=10.52.28.57, Service Type=X2-AP","1","16/07/2024 18:14:27","		-","		-","		-","25888","		-","		-","L_GUA11001_ALBORADA","BTS3900 LTE","Uncleared","Unacknowledged","11001","		-","240788028"
"Root alarm","Major","SD_SD_SUR_UL","SCTP Link Fault","16/07/2024 18:13:51","Link No.=70138","Link No.=70138, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51484, Peer IP Address=10.52.50.186, Service Type=X2-AP","1","16/07/2024 18:13:51","		-","		-","		-","25888","		-","		-","SD_SD_SUR_UL","BTS3900","Uncleared","Unacknowledged","44765","		-","240787932"
"Root alarm","Major","L_GUA11013_PORTETE","SCTP Link Fault","16/07/2024 18:13:39","Link No.=70812","Link No.=70812, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51062, Peer IP Address=10.52.56.162, Service Type=X2-AP","1","16/07/2024 18:13:39","		-","		-","		-","25888","		-","		-","L_GUA11013_PORTETE","BTS3900 LTE","Uncleared","Unacknowledged","11013","		-","240787916"
"Root alarm","Major","L_GUA11054_JADE","SCTP Link Fault","16/07/2024 18:13:34","Link No.=75385","Link No.=75385, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-22577, Peer IP Address=10.66.19.22, Service Type=X2-AP","1","16/07/2024 18:13:34","		-","		-","		-","25888","		-","		-","L_GUA11054_JADE","BTS3900 LTE","Uncleared","Unacknowledged","11054","		-","240787909"
"Root alarm","Major","PIC_UIO_SAN_MIGUEL_AMAGASI_UL","SCTP Link Fault","16/07/2024 18:13:30","Link No.=72006","Link No.=72006, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44242, Peer IP Address=10.41.85.81, Service Type=X2-AP","1","16/07/2024 18:13:30","		-","		-","		-","25888","		-","		-","PIC_UIO_SAN_MIGUEL_AMAGASI_UL","BTS5900","Uncleared","Unacknowledged","44361","		-","240787904"
"Root alarm","Major","PIC_UIO_VENECIA_UL","SCTP Link Fault","16/07/2024 18:13:15","Link No.=74149","Link No.=74149, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-44004, Peer IP Address=10.41.92.97, Service Type=X2-AP","1","16/07/2024 18:13:15","		-","		-","		-","25888","		-","		-","PIC_UIO_VENECIA_UL","BTS5900","Uncleared","Unacknowledged","44432","		-","240787865"
"Root alarm","Major","L_GUA11072_FERTISA","SCTP Link Fault","16/07/2024 18:13:15","Link No.=73869","Link No.=73869, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51756, Peer IP Address=10.52.53.190, Service Type=X2-AP","1","16/07/2024 18:13:15","		-","		-","		-","25888","		-","		-","L_GUA11072_FERTISA","BTS3900 LTE","Uncleared","Unacknowledged","11072","		-","240787862"
"Root alarm","Major","L_GUA11121_ALAMEDA_REAL","SCTP Link Fault","16/07/2024 18:13:14","Link No.=73605","Link No.=73605, Description=eNB:MCC_740 MNC_02 GlobaleNBId_740-02-51756, Peer IP Address=10.52.53.190, Service Type=X2-AP","1","16/07/2024 18:13:14","		-","		-","		-","25888","		-","		-","L_GUA11121_ALAMEDA_REAL","BTS3900 LTE","Uncleared","Unacknowledged","11121","		-","240787864"
